filename,sha256,width,height,format,query,title,source,image_url,page_url
weed_pen_00017.png,455e0cece2000da77edc25dec3813c334d9bd9df2ef32fc6703adc2d091a7f49,1000,1000,png,weed pen,Shop THC Vape Pens & Cartridges in New Mexico - R.Greenleaf,rgreenleaf.com,https://product-assets.iheartjane.com/photos/a5/8e/a58e47b8-ec2e-44c4-b167-2cc18210ec07.png,https://rgreenleaf.com/vape
weed_pen_00018.webp,0797b85afb08eda2660f415092f1242dedcc26185724facae4429ce69819490a,2560,1196,webp,weed pen,"Flavored marijuana vapes becoming new face of teen drug use, sparking ...",isr.umich.edu,https://api.isr.umich.edu/wp-content/uploads/2025/09/01.Marijuana-Vape-Pens.By-Jeremy-Marble-scaled.jpg,https://isr.umich.edu/news-events/news-releases/flavored-marijuana-vapes-becoming-new-face-of-teen-drug-use-sparking-addiction-fears/
weed_pen_00019.jpg,e976bb5b03326a4e6a490895d42a205b235fbaf124b099d1f0033021c3d33c4e,1200,800,jpeg,weed pen,Weed Pen Names - (Vape Pen Terminology & Slang),vapessuperstore.com,https://vapessuperstore.com/wp-content/uploads/2023/07/New-Vape-Pen-With-New-Cartridge.jpg,https://vapessuperstore.com/weed-pen-names
weed_pen_00020.jpg,87424e57aaae14c2675e7c3b3c70c84c428cb8705541879e100b7bc64ddf5d71,1200,500,jpeg,weed pen,"The Best Vape Pens for Beginners - Medical Marijuana, Inc.",medicalmarijuanainc.com,https://medicalmarijuanainc.com/wp-content/uploads/2019/02/MJNA_CannabisOilHeader_1200x500_1-1.jpg,https://medicalmarijuanainc.com/2019/10/18/best-vape-pens-beginners/
weed_pen_00021.jpg,072bda158b625e562811472475a73191cb57b2733d8e535bb7630b3ea38df8ec,2048,1365,jpeg,weed pen,Disposable Dab Pen Guide: Weed Vaping 101 | Greendorphin.com,greendorphin.com,https://greendorphin.s3.amazonaws.com/wp-content/uploads/2018/09/26111851/40704736791_9768db5153_k.jpg,https://greendorphin.com/disposable-dab-pen-guide-weed-vaping-101/
weed_pen_00022.jpg,0f3e9429fdc1f11c7bfa34f9287de82772a41839226d72ece2bf5653301ce2ff,980,735,jpeg,weed pen,How to Use a Cannabis Vape Pen - A High Class Joint,ahighclassjoint.ca,https://ahighclassjoint.ca/wp-content/uploads/2024/02/cannabis-vape-pen.jpg,https://ahighclassjoint.ca/how-to-use-a-cannabis-vape-pen/
weed_pen_00023.jpg,2e7a583b85c5c22d2d4d07e6f1fe4d4c69add85d8027d19924405d9aed6107ed,1200,900,jpeg,weed pen,What is Hash (Hashish) & How to Smoke Hash | LivWell,livwell.com,https://livlwell-production-ror.s3-us-west-2.amazonaws.com/mediaitems/Blog/LWBlog-THC_Cartridge-ThreeVapes-1200x900.jpg,https://livwell.com/blog/hash
weed_pen_00024.webp,557d9e7451d0144ecb3213ecd972de7b44288533af3e23f07446234e8ae76870,960,548,webp,weed pen,Environmental Impact: Weed Pen Usage Sustainable Practices,intelligentliving.co,https://www.intelligentliving.co/wp-content/uploads/2024/04/weed-pens-with-reusable-components-960x548.jpg,https://www.intelligentliving.co/weed-pen-sustainable-practices/
weed_pen_00025.jpg,e8b692b8128c36706d9d95d6c13eb10e787e3932af342c92b0b2a31503e62831,1200,700,jpeg,weed pen,"Flavored Marijuana Vapes Becoming New Face of Teen Drug Use, Sparking ...",alumni.umich.edu,https://alumni.umich.edu/wp-content/uploads/01.Marijuana-Vape-Pens.jpg,https://alumni.umich.edu/lifelong-learning/gateway/flavored-marijuana-vapes-becoming-new-face-of-teen-drug-use-sparking-addiction-fears/
weed_pen_00026.webp,1dec36c823a08e17520a0897f1abc4604fa9b7ba4acf83d16a5daae9de2d19e2,480,480,webp,weed pen,Exploring the Disposable Weed Pens Industry | UPENDS,upends.com,https://www.upends.com/uploads/image/20231012/fe163cec2016e948f2fbe7d51a007184.jpg,https://www.upends.com/blogs/articles/exploring-the-disposable-weed-pens-industry
weed_pen_00027.jpg,74fac29658181557b86c0848c31959bebf83803aaf9af7074b99070130974928,1024,1024,jpeg,weed pen,Buy Weed Pens - Premium Cannabis Vape Batteries | TribeTokes,tribetokes.com,https://tribetokes.com/wp-content/uploads/2020/04/Allure_SaberCartridge_New-1024x1024.jpg,https://tribetokes.com/weed-pens/
weed_pen_00028.jpg,3c5f2bf67a834e5777f4197ba5d5552503eb40c562e07c58e3891a1aec0da812,1672,801,jpeg,weed pen,How Long Does It Take To Charge A Weed Pen | Detroit Chinatown,detroitchinatown.org,https://lowpricebud.co/wp-content/uploads/2023/08/disposable-weed-pen.jpeg,https://detroitchinatown.org/how-long-does-it-take-to-charge-a-weed-pen/
weed_pen_00029.jpg,bb462f9f21cabacfbbdfd9f727175bc7e873ffe5e8349c6285b0a1e2e6f19287,1600,1067,jpeg,weed pen,"The Evolution of Marijuana: Vape Pens, Edibles, and Dabs - AddictionCenter",AddictionCenter,https://www.addictioncenter.com/app/uploads/2018/04/AdobeStock_131424858.jpeg,https://www.addictioncenter.com/community/vape-pens-edibles-dabs/
weed_pen_00030.webp,31af9d5f45f208d6f35ab62f3960f09dc3e9e847cc10ed305baae3cba372fb96,1200,1200,webp,weed pen,Buy Now Packs THCA Disposable Vape Pen - 5g - Fresh Bros,freshbros.com,https://freshbros.com/wp-content/uploads/2024/07/Packs-THCA-Disposable-Vape-Pen-5g.jpg,https://freshbros.com/product/packs-thca-pen-5g/
weed_pen_00031.jpg,817afa09536e94dff80fd7d5453178c9873ef5f9a9b1fd5e715c645e55883782,2000,1336,jpeg,weed pen,THC Vape Pens: High Quality Cannabis Distillate | Pyramid Pens,pyramidpens.com,https://pyramidpens.com/wp-content/uploads/2021/07/dsc4467-1-scaled-e1626188042767.jpg,https://pyramidpens.com/?mpfy-pin=4696
weed_pen_00032.webp,7f1957c523fd8fbcf238a3b638ec086e57f0fe5644f3d71041b3b0d46f2bd5b1,960,540,webp,weed pen,The Anatomy of a Weed Pen: Understanding Components and Functionality,intelligentliving.co,https://www.intelligentliving.co/wp-content/uploads/2024/03/weed-pen-960x540.jpg,https://www.intelligentliving.co/weed-pen-components-and-functionality/
weed_pen_00033.jpg,6a3148b09825f79fe95171f6ee9aef92907a96ffa60254c80293dd90dcd81844,2048,1365,jpeg,weed pen,Disposable Dab Pen Guide: Weed Vaping 101 | Greendorphin.com,greendorphin.com,https://greendorphin.s3.amazonaws.com/wp-content/uploads/2018/09/26111851/26832831958_f28bd66f50_k.jpg,https://greendorphin.com/disposable-dab-pen-guide-weed-vaping-101/
weed_pen_00034.jpg,52175aded1e6f8a47cb1688a3e9c81b3ec946a0cbcc5da23147fc06be80c1cdd,2048,1600,jpeg,weed pen,"The Best Indica Vape Pens For You | Top Indica Strain, Cart, & Weed Pen ...",kurvana.com,https://kurvana.com/wp-content/uploads/2022/09/thc-cartridges-scaled.jpg,https://kurvana.com/how-to-choose-the-right-indica-vape-for-you/
weed_pen_00035.webp,75edeed66c457f193c80e13ac653dfe19de05f22a19c98751000b047cf0bfa98,2000,2000,webp,weed pen,Buy CBD Vape Pen From RQS - Royal Queen Seeds,royalqueenseeds.com,https://www.royalqueenseeds.com/626-3725/cbd-vape-pen.jpg,https://www.royalqueenseeds.com/vaporizers/626-cbd-vape-pen.html
weed_pen_00036.jpg,b215c803604fac7036c7b7df0f14ceeb3f83929034079e1015ceca8b2fc01b03,1320,650,jpeg,weed pen,Is a Weed Pen in Burlington Worth It: Flavour & Convenience,welcometofarmhouse.com,https://welcometofarmhouse.com/wp-content/uploads/2025/09/Choosing-the-Right-Weed-Pen.jpg,https://welcometofarmhouse.com/is-a-weed-pen-in-burlington-worth-it/
weed_pen_00037.jpg,3cdfccbcb5899ce3157f3d4e69a5e60ba0ee2382314b18c3e73251f882f9769e,2048,1365,jpeg,weed pen,Disposable Dab Pen Guide: Weed Vaping 101 | Greendorphin.com,greendorphin.com,https://cdn.greendorphin.com/file/q_80/GreendorpinMedia/26832827078_8e877309e5_k.jpg,https://greendorphin.com/disposable-dab-pen-guide-weed-vaping-101/
weed_pen_00038.jpg,6c20edef78281ee17e5c00b72a8ce3b3496356b5dd25fa3b20c9b300050d2532,1024,1024,jpeg,THC vape pen,STIIIZY Disposable Vape Pen - Cannabis Vape Reviews,cannabisvapereviews.com,https://cannabisvapereviews.com/wp/wp-content/uploads/LIIIL-STIIIZY-cannabis-oil-vape-pen-1024x1024.jpg,https://cannabisvapereviews.com/stiiizy-cannabis/
weed_pen_00039.webp,15291a7dafde3fd1ebc29ac3e1ffdbeed30ed7280619ddcb9140471cb2555598,1024,1024,webp,THC vape pen,Buy THC Vape Pens & Weed Pens Canada | BC Weed Edible,bcweededible.net,https://bcweededible.net/wp-content/uploads/2023/08/disposable-vape-1gr-eden-1024x1024.jpg,https://bcweededible.net/shop/vape-pens/
weed_pen_00040.jpg,f67e5338d370c2c5b6f1ee6de1a293592cc5a2a246bd1b8166035f97d72d57ba,1120,1120,jpeg,THC vape pen,Buy THC Vape Pens & Weed Pens Canada | Online Dispensary Canada | Eden ...,edengoods.net,https://edengoods.net/wp-content/uploads/2024/02/cbd-vape-pen-with-cart.jpg,https://edengoods.net/shop/vape-pens/
weed_pen_00041.webp,8ce2baddba7263439e9648cfe7211c9193b7bff90dfca1dca3fd6cad4445a968,2121,1414,webp,THC vape pen,Dabs Weed Vaporizer,ar.inspiredpencil.com,https://cdn.shopify.com/s/files/1/2426/0015/files/dab-pen-with-weed-vape-cartridge-filled-with-cannabis-oil.jpg?v=1670548072,https://ar.inspiredpencil.com/pictures-2023/dabs-weed-vaporizer
weed_pen_00042.jpg,1718a2a2845430eaa61cf8b21dfc8a0c86c01621ea3f9bf09d513a4ebfb38da0,1280,1000,jpeg,THC vape pen,"The Best Indica Vape Pens For You | Top Indica Strain, Cart, & Weed Pen ...",kurvana.com,https://kurvana.com/wp-content/uploads/2022/09/thc-cartridges-1280x1000.jpg,https://kurvana.com/how-to-choose-the-right-indica-vape-for-you/
weed_pen_00043.webp,7f8c79e9a0362b3a528789a2a1ddf9af14a64997944a11580409286ee6bd3c92,2121,1114,webp,THC vape pen,California officials warn consumers about unregulated weed vape pens,The Desert Sun,https://www.gannett-cdn.com/-mm-/9e1f6e2ee20f44aa1f3be4f71e9f3e52b6ae2c7e/c=0-110-2121-1303/local/-/media/2019/03/17/USATODAY/usatsports/oil-cartridge-vape-cartridge-getty.jpg?width=3200&height=1680&fit=crop,https://www.desertsun.com/story/news/health/2019/09/06/california-officials-warn-consumers-unregulated-weed-vape-pens/2234874001/
weed_pen_00044.jpg,7582671141eace8fa567e9c15a67f3319ff7d88314646d6c5634a5144e8008ab,1000,668,jpeg,THC vape pen,THC vaporizer pen with extract refill syringe on white surface ...,stock.adobe.com,https://as2.ftcdn.net/v2/jpg/03/83/06/55/1000_F_383065576_PU3P4RD3e6fTXe8aDCqyPptNu32Y2NmI.jpg,https://stock.adobe.com/images/thc-vaporizer-pen-with-extract-refill-syringe-on-white-surface-marijuana-extract-cartridge-with-battery-powered-vape-isolated-close-up-shot/383065576
weed_pen_00045.png,423920c4521888036f5924c9388e02c063b6bbce5e14418bede309152ce4f8c5,1000,1000,png,THC vape pen,Weed Smoke Pen,fity.club,https://kannastar.com/wp-content/uploads/2023/10/THC-H-Vape-Pen.png,https://fity.club/lists/suggestions/Weed-Smoke-Pen/
weed_pen_00046.jpg,32df628e8a88e31163777da6f1405a895eece83aa161d387bd309b99552d78cc,1500,844,jpeg,THC vape pen,What is a THC vape pen and how does it work? - THC Vape 101,ecigguide.com,https://www.ecigguide.com/imgs/13/12933/THC-vape-pens_2584_1500x844.jpg,https://www.ecigguide.com/thc-vape-pen
weed_pen_00047.jpg,443a85a8e847b200137d5b239ae0b804cf99ff60ee3e9a897302797cd2f20d0d,1024,1024,jpeg,THC vape pen,Buy THC Disposable Vape Pen - Various Flavours • Fraser Bud,fraserbud.com,https://www.fraserbud.com/wp-content/uploads/0.5g-Disposable-Vape-Pen.jpg,https://www.fraserbud.com/thc-disposable-vape-pen-various-flavours/
weed_pen_00048.jpg,57d4a345564396c8ab834ee62f66f1d3e23d65ce88e9532ff2e794a2afbc9b70,1921,1201,jpeg,THC vape pen,You may want to avoid these ingredients in cannabis oil vape cartridges ...,Leafly,https://leafly-cms-production.imgix.net/wp-content/uploads/2017/07/02115708/cannabis-vapes-avoid-2.jpg,https://www.leafly.com/news/health/cannabis-vape-oil-ingredients-to-avoid
weed_pen_00049.jpg,b9bbc81d2a53baa7c3796bcecf01be3a9d4f549236b8d7306416fa73007d5810,1921,1201,jpeg,THC vape pen,Different Types of Cannabis Vape Carts | Leafly,www.leafly.com,https://leafly-cms-production.imgix.net/wp-content/uploads/2018/06/27100612/arizona-cartridges-illegal-header-a.jpg?auto=compress,https://www.leafly.com/news/cannabis-101/types-of-cannabis-vape-carts
weed_pen_00050.jpg,8c0424f148288d2e4d74824a78fbc168452c643f5481759aed2552198949c881,1800,1200,jpeg,THC vape pen,THC Vape Pens - TribeTokes,tribetokes.com,https://tribetokes.com/wp-content/uploads/2024/09/Dispo-Girl-Smoking-scaled.jpg,https://tribetokes.com/thc-vape-pens/
weed_pen_00051.webp,a43183bef4abc9f0bc441ef837a3411dd215347b90d303f38df679ed2bcaa5ad,1581,1054,webp,THC vape pen,Are Weed Vape Pens Safe?,Rolling Stone,https://www.rollingstone.com/wp-content/uploads/2018/06/marijuana-vape-pen-opener-3da560d1-d24f-4ec9-948b-c007503d46c4.jpg?w=1581&h=1054&crop=1,https://www.rollingstone.com/culture/culture-features/are-weed-vape-pens-safe-202125/
weed_pen_00052.jpg,22f6f4974370b510500c78ae1ee710571927a242738e9d4c46c1b2ec15ef9bd6,1536,1536,jpeg,THC vape pen,Florida Marijuana Birth Features 1-8oz Dispensary │ beauty-worthen,beauty-worthen.com,https://cannabisvapereviews.com/wp/wp-content/uploads/greenpen-co2-oil-vape-1536x1536.jpg,https://beauty-worthen.com/92780
weed_pen_00053.png,774d7431f5b143c1d15c6193b3cb56ba74d5ea446adc7388d1de0fce940ec6bb,1000,1000,png,THC vape pen,Shop THC Vape Pens & Cartridges in New Mexico - R.Greenleaf,rgreenleaf.com,https://product-assets.iheartjane.com/photos/ae/e9/aee92a61-80b3-46dd-bb03-898fa7693f29.png,https://rgreenleaf.com/vape
weed_pen_00054.jpg,eed2754ca803f1fd1df52cd341d4383aa2ceadc8b66466f5626bd9ae3efa7d18,900,900,jpeg,THC vape pen,THC Vape Pens | Weed Review,weed.review,https://weed.review/wp-content/uploads/2023/11/vape-pen-types.jpg,https://weed.review/thc-vapes/
weed_pen_00055.webp,a4c0ed3e9e15dca5819de89c0a51828d11e5389e7585e3a118577562e7083119,1200,1200,webp,THC vape pen,In House Vaporizer Cartridges - First State Compassion,firststatecompassion.com,https://www.firststatecompassion.com/wp-content/uploads/2023/01/In-House-Vapes-1.png,https://firststatecompassion.com/fsc-products/in-house-disposable-vape-cartridge/
weed_pen_00056.jpg,d1b8f8509b141071e9bc5e8fb53bb2a341dbc80268f06b8affb3ec485352e916,1024,1024,jpeg,THC vape pen,10 Brands Making Awesome Disposable Cannabis Vape Pens | Leafly,Leafly,https://d3atagt0rnqk7k.cloudfront.net/wp-content/uploads/2017/09/19132047/eureka-disposable-vape-pen-1024x1024.jpg,https://www.leafly.com/news/strains-products/best-disposable-marijuana-vaporizer-pens
weed_pen_00057.jpg,151beb2306d501dff0c1dfa892b3f60d1de0ea122f4bd4c0e5df054617a1039d,1200,800,jpeg,THC vape pen,Cost of cannabis: Vaping THC dramatically increases risk of psychosis,Our Midland MI,https://s.hdnux.com/photos/01/21/40/46/21367214/4/1200x0.jpg,https://www.ourmidland.com/news/article/Cost-of-cannabis-Vaping-THC-dramatically-16395754.php
weed_pen_00058.jpg,181a349bac9bdd4ffcfe26450c74d92ec88d08b666150a3838b0e96367167128,1600,1600,jpeg,THC vape pen,Zaleaf: Pressure THCA Artic Gas Indica Torch Disposable Vape Pen 3.5g ...,www.leafly.com,https://leafly-public.s3-us-west-2.amazonaws.com/products/photos/LJbh0QOpTBqLN0JpiAKZ_Torch_Pressure_3Gram_Box_Render_Artic_Gas-hero_460.jpg?w=1200&fm=jpg,https://www.leafly.com/brands/zaleaf/products/zaleaf-pressure-thca-artic-gas-indica-torch-disposable-vape-pen-3-5g-portable-vaporizers
weed_pen_00059.png,357e3f93e1912696a8f5d9d3a9299852642efe0699c275a240e35a1e2715d829,1000,1000,png,THC vape pen,Disposable Vape Pen Packaging at Rosalind Caine blog,storage.googleapis.com,https://420cbdsupply.com/wp-content/uploads/2022/06/Ghost-Vape-THC-Disposable-Vape-Pen-1ml-6.png,https://storage.googleapis.com/dqthdciiphqoce/disposable-vape-pen-packaging.html
weed_pen_00060.webp,d1dc1f1dbc2a98d59a3bdb5f4782eaab43e38f82d3bf139a351c73c020aa51e7,1024,683,webp,cannabis vape pen,Are Weed Vape Pens Safe? – Rolling Stone,Rolling Stone,https://www.rollingstone.com/wp-content/uploads/2018/06/marijuana-vape-pen-opener-3da560d1-d24f-4ec9-948b-c007503d46c4.jpg?w=1024,https://www.rollingstone.com/culture/culture-features/are-weed-vape-pens-safe-202125/
weed_pen_00061.jpg,52c894e0b8c6f9c5ff77fb9384910bbf435b526b7cfd03dc234188a81e3fd008,1024,1024,jpeg,cannabis vape pen,10 Brands Making Awesome Disposable Cannabis Vape Pens | Leafly,Leafly,https://d3atagt0rnqk7k.cloudfront.net/wp-content/uploads/2017/09/19132035/rel-vape-disposable-pen-1024x1024.jpg,https://www.leafly.com/news/strains-products/best-disposable-marijuana-vaporizer-pens
weed_pen_00062.jpg,40c3242cc13d22cf68baeeb69eabc5a89f9151babd86763f9a2c2987e0902d86,1600,1600,jpeg,cannabis vape pen,Yocan® Official: Yocan STIX PLUS refillable CBD oil vape pen | Leafly,www.leafly.com,https://leafly-public.s3-us-west-2.amazonaws.com/products/photos/o3D1VBvBTNep1EMsJIcG_Yocan-Stix-Plus-vape-pen.jpg?w=1200&fm=jpg,https://www.leafly.com/brands/yocan-vaporizer/products/yocan-vaporizer-yocan-stix-plus-refillable-cbd-oil-vape-pen-vape-pens
weed_pen_00063.webp,76b3a5851708d4b34ab3691353b55461cfbf70a080190c684eadadb25f1e553f,1200,633,webp,cannabis vape pen,Tips for Getting the Most Out of Your Cannabis Vape Pen - MÜV Florida,muvfl.com,https://muvfl.com/_next/image?url=https://admin.muvfl.com/wp-content/uploads/2022/10/Maintaining-Your-Cannabis-Vape.jpg&w=2048&q=75,https://muvfl.com/post/cannabis-vape-pens
weed_pen_00064.png,9b35dbefafcc41c7e302837ab4c3319ff3f605d8023cbc1f0f8ef7102f9f8db3,600,600,png,cannabis vape pen,Brands - Dime Industries Vapes - Likewise Cannabis - Dispensary Near Me,likewisecannabis.com,https://likewisecannabis.com/wp-content/uploads/2024/01/Dime-2G-Peach-Kush-Disposable-Likewise.png,https://likewisecannabis.com/dime-industries-cannabis-vape-cartridges-weed-pens-marijuana-disposables/
weed_pen_00065.jpg,2543bc2c23a202ea61ce3de56cd3262cc8428960924c44b7f4e368dcfbddf55a,1920,1080,jpeg,cannabis vape pen,Find the Best Cannabis Vape Pen & Battery: Ultimate Guide,nueracannabis.com,https://nueracannabis.com/wp-content/uploads/2024/03/cannabis-vape-pen-battery-selection-guide-16x9-v1.jpg,https://nueracannabis.com/learn/find-best-cannabis-vape-pen-battery/
weed_pen_00066.jpg,5d8880c445df02b1359299adff3ddee55976fb457fcfa5f7ed41127d5913d59c,950,550,jpeg,cannabis vape pen,A Beginner's Guide to Weed Vape Pens - My Charity Page,mycharitypage.com,https://mycharitypage.com/wp-content/uploads/2024/04/09-studying-on-the-steps_735x430_09.jpg,https://mycharitypage.com/a-beginners-guide-to-weed-vape-pens/
weed_pen_00067.jpg,4e68708013ad1a1ac67f8833b0778710ed2459c5cab15e9b9521b573e1bc7aac,880,660,jpeg,cannabis vape pen,"Vaping weed is very popular, but users should be aware it carries risks",knau.org,https://npr.brightspotcdn.com/dims4/default/641c257/2147483647/strip/true/crop/5333x4000+0+0/resize/880x660!/quality/90/?url=https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5333x4000+0+0/resize/5333x4000!/?url=http://npr-brightspot.s3.amazonaws.com/c4/d2/d6d151f8449f99659a287dac70a0/gettyimages-1089531764.jpg,https://www.knau.org/npr-news/2025-02-04/vaping-weed-is-very-popular-but-users-should-be-aware-it-carries-risks
weed_pen_00068.jpg,d146bd13a3b8313557f7efd1a708380f9053b22339d732ce2f2acfca680b313f,612,408,jpeg,cannabis vape pen,Medical Marijuana Cannabinoid Oil Vape Pen Isolated Up Close Stock ...,istockphoto.com,https://media.istockphoto.com/id/1127640588/photo/medical-marijuana-cannabinoid-oil-vape-pen-isolated-up-close.jpg?s=612x612&w=is&k=20&c=lssVh82A8Nwm1Rn5gqlgfsksKvqxjSz1BZhZDV6J8M4=,https://www.istockphoto.com/photo/medical-marijuana-cannabinoid-oil-vape-pen-isolated-up-close-gm1127640588-297280699
weed_pen_00069.png,625fd9863c2ddd6ac0f798a34105b0580a12acfb2f7450a09f6ef97f0e36a360,1080,1080,png,cannabis vape pen,A Guide to Cannabis Vape Pens - CannaPiece Corp,cannapiece.ca,https://cannapiece.ca/wp-content/uploads/2020/09/Vape-3.png,https://cannapiece.ca/cannabis-vape-pens-guide/
weed_pen_00070.jpg,dc2b9db7b5f696b2253fe6f9a2eb9d2a9bb6d2c821a713fa1d5c14b689640678,1200,500,jpeg,cannabis vape pen,"How to Use a Vape Pen - Medical Marijuana, Inc.",medicalmarijuanainc.com,https://www.medicalmarijuanainc.com/wp-content/uploads/2019/06/iStock-185577748.jpg,https://medicalmarijuanainc.com/2019/06/11/how-to-use-a-vape-pen/
weed_pen_00071.jpg,420b786b3cdc5fccb2b191ec40b40a766ab72a190ae08b12d03b40f58fb49dee,2048,2048,jpeg,cannabis vape pen,How To Turn On A Disposable Dab Pen at Alexander Kitchen blog,storage.googleapis.com,https://cannabisvapereviews.com/wp/wp-content/uploads/LIIIL-STIIIZY-cannabis-oil-vape-pen-2048x2048.jpg,https://storage.googleapis.com/dblfsxigedjmye/how-to-turn-on-a-disposable-dab-pen.html
weed_pen_00072.jpg,1eb933461ffbe5a2b17caadbf2248d19c02a9a7766583a9a5903b8eb3504bd4b,1280,853,jpeg,weed vape cartridge,THC Weed Carts & Vape Cartridges: A Complete Guide,kurvana.com,https://kurvana.com/wp-content/uploads/2021/03/new-years-dream-strain-1280x853.jpg,https://kurvana.com/thc-cartridges/
